model,variant,best_C,mean_tuning_rps,evaluations_completed,evaluation_budget,infeasible_trials,feasible_trials,infeasible_pct,n_tuning_origins,first_tuning_origin,last_tuning_origin,per_origin_rps,train_rows_min,train_rows_max,cells_imputed_total,min_probability,max_probability,max_row_sum_error,max_lbfgs_iterations,all_converged,search_space,imputation,standardization,probability_postprocessing,feature_columns,random_seed,sklearn_version,tuning_minutes,tuned_at
softmax,knn,0.9411338025,0.1565832,20,20,0,20,0.0,12,2021-03-05,2022-01-07,"[0.15663505, 0.15304942, 0.15679414, 0.15449285, 0.15800303, 0.15724523, 0.15480924, 0.15722062, 0.15697309, 0.16059985, 0.15454813, 0.15862771]",12866,13963,10002,0.03848868,0.49149402,5.551115123125783e-16,24,True,"C ~ Uniform(0.5, 1.0)","training-median, fitted per origin on eligible training rows",StandardScaler fitted per origin on imputed training rows,column means shifted to 0.20 (released rule),"[""feat_ret_4w_recent"", ""feat_ret_4w_seasonal_11m"", ""feat_vol_3m"", ""feat_max_ret_3m"", ""feat_dollar_volume_2m"", ""feat_abs_ret_to_volume_3m"", ""feat_rank1_freq_4w"", ""feat_rank2_freq_4w"", ""feat_rank4_freq_4w"", ""feat_rank5_freq_4w""]",42,1.4.2,1.05,2026-08-21T21:34:14Z
