model,source,round_01_rps,round_02_rps,round_03_rps,round_04_rps,round_05_rps,round_06_rps,round_07_rps,round_08_rps,round_09_rps,round_10_rps,round_11_rps,round_12_rps,mean_m6_rps,naive_rps,difference_vs_naive,rounds_beating_naive,internal_reference_rps_vilar_targets,published_vilar_global_rps,difference_vs_published,published_vilar_rank,published_best_performer_rps,lag,type_periods,temporal_windows_and_weights,mixed_weight_temporal,n_forecasts,min_probability,max_probability,max_row_sum_error,all_target_dates_agree_with_official,evaluated_at
Vilar mixed (0.5 type + 0.5 temporal),"Vilar (2025) released reproducibility notebook, fixed parameters",0.15470246,0.15998406,0.15466572,0.15681125,0.15592082,0.15036121,0.16034623,0.15763337,0.15993038,0.15790664,0.15507993,0.16123739,0.15704829,0.16,-0.00295171,10,0.15701104,0.15729,-0.00024171,8,0.15645,20,50,"5:0.2, 10:0.2, 400:0.6",0.5,1200,0.0285639,0.63714058,1.1102230246251565e-16,True,2026-08-22T11:00:06Z
