model,variant,frozen_C,mean_tuning_rps,status,failed_round,failed_origin,failure_reason,rounds_completed,train_rows_min,train_rows_max,cells_imputed_total,min_probability,max_probability,max_row_sum_error,runtime_minutes,round_01_rps,round_02_rps,round_03_rps,round_04_rps,round_05_rps,round_06_rps,round_07_rps,round_08_rps,round_09_rps,round_10_rps,round_11_rps,round_12_rps,mean_m6_rps,vs_naive,sklearn_version,random_seed,evaluated_at
softmax,knn,0.9411338025,0.1565832,complete,,,,12,14163,15263,10494,0.04366516,0.5045049,6.661338147750939e-16,0.06,0.15485547,0.16421226,0.1590996,0.15810468,0.1546357,0.15312045,0.1590874,0.16054274,0.15582917,0.16111177,0.15335869,0.1543073,0.15735544,-0.00264456,1.4.2,42,2026-08-21T21:34:18Z
